uid,id,nature,objet,codeCPV,procedure,dureeMois,dateNotification,datePublicationDonnees,montant,offresRecues,donneesActuelles,sourceDataset,acheteur_id,acheteur_nom,acheteur_departement_code,acheteur_categorie,titulaire_id,titulaire_typeIdentifiant,titulaire_nom,lieuExecution_code,lieuExecution_typeCode
214401622000112024K-P0rgdsDS00,2024K-P0rgdsDS00,Marché,"TIERCE MAINTENANCE APPLICATIVE DU LOGICIEL CAP COLLECTIF AINSI QUE DES PRESTATIONS ET FOURNITURES PONCTUELLES POUR LA MAIRIE DE SAINT-HERBLAIN
",72267000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-31,2025-03-13,140000.0,1.0,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,80337757100044,SIRET,CAP COLLECTIF,44,Code département
2444005520002625-1065514,25-1065514,Marché,Marché négocié sans publicité et sans mise en concurrence relatif à la location et la maintenance d’un logiciel métier pour la gestion des usagers soumis à la redevance gestion des déchets de la Communauté de Communes du Pays d’Ancenis (COMPA),48000000,Procédure adaptée,48.0,2024-12-31,2025-01-16,174400.0,1.0,True,e-marchespublics.com_dematis,24440055200026,COMMUNAUTE DE COMMUNES DU PAYS D'ANCENIS,44,Groupement de communes,42050508300030,SIRET,TRADIM,44150,Code postal
200033298000152024M02124000000,2024M02124000000,Marché,Prestations d’utilisation d’une plateforme SME Système Management Energétique,72314000,Procédure adaptée,48.0,2024-12-27,2025-01-29,80000.0,,True,scrap_marches-securises.fr,20003329800015,COMMUNAUTE DE COMMUNES DES COEVRONS,53,Groupement de communes,53380571900036,SIRET,EVELER,53600,Code postal
244900015000112024A24129P,2024A24129P,Marché,MAINTENANCE DU LOGICIEL IWS MAIRIE 5/5 ET PRESTATIONS ASSOCIEES,72267000,Procédure adaptée,60.0,2024-12-26,2025-01-06,220999.0,1.0,True,pes_marche_2024,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,38908006000079,SIRET,ISILOG,49000,Code postal
244900015000112024A24130P,2024A24130P,Marché,MAINTENANCE DU LOGICIEL IWS GESTION DE PARC ET PRESTATIONS ASSOCIEES,72267000,Procédure adaptée,60.0,2024-12-26,2025-01-07,220999.0,1.0,True,pes_marche_2024,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,38908006000079,SIRET,ISILOG,49000,Code postal
224400028000112024S00023,2024S00023,Marché,"Maintenance, évolution et assistance de la solution logicielle Visual Tom",72261000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-24,2024-12-29,250000.0,1.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,35328156100046,SIRET,ABSYSS,44,Code département
214900151000172024V23000000100,2024V23000000100,Marché,Mise en place et déploiement d’une solution informatique de Gestion de Maintenance Assisté par Ordinateur (GMAO) pour la commune d’Avrillé,48421000,Procédure adaptée,12.0,2024-12-23,2025-06-19,39900.0,3.0,True,aife_dume,21490015100017,COMMUNE D'AVRILLE (MAIRIE),49,Commune,32294252500047,SIRET,AS-TECH SOLUTIONS,49240,Code postal
21720181300011202312998,202312998,Marché,Acquisition de documents sonores et audiovisuels - supports préenregistrés son et images destinés à tous publics du réseau des médiathèques de la ville du Mans - Années 2024 à 2027,32354500,Appel d'offres ouvert,48.0,2024-12-22,2024-02-15,120000.0,4.0,True,aws_marches-publics.info,21720181300011,COMMUNE DU MANS (MAIRIE),72,Commune,34841061400021,SIRET,COLLECTIVITE VIDEO SERVICES,72000,Code postal
2172018130001120231299800,20231299800,Marché,Acquisition de documents sonores et audiovisuels - supports préenregistrés son et images destinés à tous publics du réseau des médiathèques de la ville du Mans - Années 2024 à 2027,32354500,Appel d'offres ouvert,48.0,2024-12-22,2024-02-15,120000.0,4.0,True,scrap_marches-publics.info,21720181300011,COMMUNE DU MANS (MAIRIE),72,Commune,,,,72000,Code postal
21440184600016202403180919,202403180919,Marché,CONTRAT DE MAINTENANCE DU PROGICIEL ATAL ET E-ATAL ET PRESTATIONS ASSOCIEES,48219300,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-20,2025-02-17,42500.0,1.0,True,pes_marche_2024,21440184600016,COMMUNE DE SAINT-NAZAIRE (MAIRIE),44,Commune,75580064600373,SIRET,BERGER LEVRAULT,44184,Code commune
24440061000055202524133,202524133,Marché,Maintenance et prestation de services du logiciel  Portail Familles mutualisé,72260000,Procédure adaptée,48.0,2024-12-20,2025-02-12,120000.0,1.0,True,pes_marche_2024,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,42172024400050,SIRET,FAMILEA,44211,Code commune
2172015400001020232023LF011,20232023LF011,Marché,REFECTION RESEAUX AEP ET EU BD FOCH ET MONTREAL,32400000,Appel d'offres ouvert,9.0,2024-12-19,2025-05-02,783586.88,,True,pes_marche_2024,21720154000010,COMMUNE DE LA FLECHE (MAIRIE),72,Commune,55615017500280,SIRET,PIGEON TP LOIRE ANJOU,72200,Code postal
2253000110001520240209,20240209,Marché,Prestations de maintenance et d’assistance de l’outil ARKHÉÏA et la prestation de scission de la base de données « gestion »,72267100,Marché négocié sans publicité ni mise en concurrence préalable,48.0,2024-12-19,2024-12-20,39000.0,1.0,True,scrap_marches-publics.info,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,,,,53000,Code postal
2449008090011620240000000032,20240000000032,Marché,INSTALLATION LOGICIEL GESTION FINANCIERE,48218000,Procédure adaptée,13.0,2024-12-19,2025-04-01,47130.0,2.0,True,pes_marche_2024,24490080900116,CC ANJOU BLEU COMMUNAUTE,49,Groupement de communes,75580064600373,SIRET,BERGER LEVRAULT,49500,Code postal
194909701003032024,2024,Marché,Acquisition d’un robot de pipetage,48921000,Appel d'offres ouvert,15.0,2024-12-18,2024-12-19,148222.93,4.0,True,aws_marches-publics.info,19490970100303,UNIVERSITE D'ANGERS,49,,42342908300045,SIRET,HAMILTON FRANCE,49000,Code postal
19490970100303202408,202408,Marché,Acquisition d’un robot de pipetage,48921000,Appel d'offres ouvert,15.0,2024-12-18,2024-12-19,148222.93,4.0,True,scrap_marches-publics.info,19490970100303,UNIVERSITE D'ANGERS,49,,,,,49000,Code postal
25440109400068202424_025_00,202424_025_00,Marché,MAINTENANCE_GESTION_FINANCIERE_MARCHES_PUBLICS,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-18,2025-03-27,48000.0,1.0,True,pes_marche_2024,25440109400068,SYNDICAT MIXTE ATLANTIC'EAU,44,Syndicat mixte,75580064600381,SIRET,BERGER LEVRAULT,44100,Code postal
868801523000282024S00060,2024S00060,Marché,PRESTATIONS DE SERVICE D’ASSURANCE - RESPONSABILITE GENERALE ET RESPONSABILITE CIVILE MAITRE D’OUVRAGE LOT 4,72000000,Appel d'offres ouvert,72.0,2024-12-18,2024-12-22,0.0,7.0,True,atexo_mutualise,86880152300028,HARMONIE HABITAT,44,,51302326700034,SIRET,DIOT IMMOBILIER COURTAGE & SOLUTIONS,44,Code département
214400905000112024VIDEOPROTE,2024VIDEOPROTE,Marché,INSTALLATION VIDEO-PROTECTION,32323500,Procédure adaptée,60.0,2024-12-16,2024-12-16,40589.0,,True,pes_marche_2024,21440090500011,COMMUNE DE LA MARNE (MAIRIE),44,Commune,40770012900031,SIRET,TELEPHONE DE L'OUEST,44270,Code postal
244900015000112024A24096P,2024A24096P,Marché,MAINTENANCE DES PROGICIELS DE GESTION DE LA PRODUCTION VEGETALE DE ID SYSTEMES ET DES MATERIELS ASSOCIES,72267000,Procédure adaptée,61.0,2024-12-16,2024-12-27,40000.0,1.0,True,pes_marche_2024,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,34328066500138,SIRET,ID SYSTEMES ,49000,Code postal
24530022300170202412Pannea,202412Pannea,Marché,"Fourniture, installation et maintenance de panneaux lumineux",35261100,Procédure adaptée,2.0,2024-12-12,2024-12-12,69802.0,10.0,True,aws_marches-publics.info,24530022300170,COMMUNAUTE DE COMMUNES DU PAYS DE MESLAY GREZ,53,Groupement de communes,31242418700051,SIRET,CHARVET INDUSTRIES (AFEGE-AGETEM),53170,Code postal
24530022300170202412Panneaux,202412Panneaux,Marché,"Fourniture, installation et maintenance de panneaux lumineux",35261100,Procédure adaptée,2.0,2024-12-12,2024-12-12,69802.0,10.0,True,scrap_marches-publics.info,24530022300170,COMMUNAUTE DE COMMUNES DU PAYS DE MESLAY GREZ,53,Groupement de communes,,,,53170,Code postal
245300223001702025004,2025004,Marché,FOURNITURE INSTALLATION ET MAINTENANCE DE PANNEAUX LUMINEUX,35261100,Procédure adaptée,2.0,2024-12-12,2025-06-19,69802.8,10.0,True,pes_marche_2024,24530022300170,COMMUNAUTE DE COMMUNES DU PAYS DE MESLAY GREZ,53,Groupement de communes,31242418700051,SIRET,CHARVET INDUSTRIES (AFEGE-AGETEM),53170,Code postal
856801360000202024HU1s_XWRj300,2024HU1s_XWRj300,Marché,Maintenance et modernisation des installations télévisuelles du patrimoine des organismes HLM Département Loire-Atlantique,32324400,Appel d'offres ouvert,48.0,2024-12-12,2025-04-15,1000000.0,3.0,True,aife_dume,85680136000020,SA NANTAISE D HABITATIONS,44,,31050577100223,SIRET,ENSIO SAS (ENSIO),FR,Code département
200091007000352024AMO_18,2024AMO_18,Marché,ETUDES ENVIRONNEMENT ACOUSTIQUE SOUS-MARIN PORNIC,32342400,Procédure adaptée,18.0,2024-12-11,2024-12-11,105238.4,4.0,True,pes_marche_2024,20009100700035,SYNDICAT MIXTE DES PORTS DE PLAISANCE ET DE PECHE DE LOIRE-ATLANTIQUE (PORTS EN DSP),44,Syndicat mixte,52467380300036,SIRET,QUIET OCEANS,44600,Code postal
22490001900015173494288676800,173494288676800,Marché,NUMÉRISATION DES REGISTRES D’ORDRE HYPOTHÉCAIRES.,72252000,Procédure adaptée,48.0,2024-12-11,2024-12-23,66666.0,6.0,True,aife_dume,22490001900015,DEPARTEMENT DE MAINE ET LOIRE (CONSEIL DEPARTEMENTAL),49,Département,82149792200020,SIRET,INFOSCRIBE,49,Code postal
403040850000142024SH299,2024SH299,Marché,CONTRAT DIGIPOSTE ACCESS PLUS OPTION EDITIQUE,72252000,Marché passé sans publicité ni mise en concurrence préalable,60.0,2024-12-11,2024-12-11,2499999.0,0.0,True,scrap_marches-publics.info,40304085000014,SARTHE HABITAT,72,EPIC,,,,72000,Code postal
244400404001292024S00059,2024S00059,Marché,"Marché subséquent n° 49 – Prestations de développement et d’assistance technique en appui de la conduite de projets informatiques orientés population concernant différentes directions métiers, maîtrise d’ouvrage de Nantes Métropole",72250000,Appel d'offres ouvert,25.0,2024-12-10,2024-12-15,250000.0,3.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,00001,SIRET,,44,Code département
24440064400013202303060904B,202303060904B,Marché,REQUALIFICATION DE L AVENUE DE PENHOUET LOT2 ECLAIRAGE ET RESEAUX SOUPLES,32400000,Appel d'offres ouvert,7.0,2024-12-10,2024-12-10,301775.93,,True,pes_marche_2024,24440064400013,COMMUNAUTE D'AGGLO DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,44,Groupement de communes,41316684400055,SIRET,LUCITEA ATLANTIQUE,44184,Code commune
31468496000045202424SEF11,202424SEF11,Marché,Mise en place de l’outil GLPI,72227000,Procédure adaptée,60.0,2024-12-10,2024-12-12,247985.0,6.0,True,aws_marches-publics.info,31468496000045,STE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLOMERATION NANTAISE SEMITAN,44,,51379211900069,SIRET,HUMANS CONNEXION,44000,Code postal
31468496000045202424SEF1172,202424SEF1172,Marché,Mise en place de l’outil GLPI,72227000,Procédure adaptée,60.0,2024-12-10,2024-12-12,247985.0,6.0,True,scrap_marches-publics.info,31468496000045,STE D'ECONOMIE MIXTE DES TRANSPORTS EN COMMUN DE L'AGGLOMERATION NANTAISE SEMITAN,44,,,,,44000,Code postal
2253000110001520240227,20240227,Marché,MAINTENANCE DE L’APPLICATION DE GESTION DES STOCKS ET DE L’APPROVISIONNEMENT WEBGEREST ET PRESTATIONS ASSOCIEES.,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-09,2024-12-19,100000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,37989072600043,SIRET,IANORD,53,Code département
2253000110001520240227,20240227,Marché,Maintenance de l’application de gestion des stocks et de l’approvisionnement WEBGEREST et prestations associées,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-09,2024-12-12,100000.0,1.0,True,scrap_marches-publics.info,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,,,,53000,Code postal
2253000110001520240228,20240228,Marché,PRESTATIONS DE MAINTENANCE ET D’ASSISTANCE DU LOGICIEL SCRIBE PATRIMOINE.,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-09,2024-12-19,52000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,35028626600050,SIRET,SCRIBE IS (SCRIBE I.S.),53,Code département
2253000110001520240228,20240228,Marché,Prestations de maintenance et d’assistance du logiciel Scribe Patrimoine<br />,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-09,2024-12-12,52000.0,0.0,True,scrap_marches-publics.info,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,,,,53000,Code postal
24440061000055202524114,202524114,Marché,"Fourniture, mise en œuvre et maintenance d&#8217;un outil  informatique de data visualisation et de préparation  budgétaire",48900000,Procédure adaptée,48.0,2024-12-09,2025-02-28,181000.0,4.0,True,pes_marche_2024,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,83196733600049,SIRET,MANTIC DATA EUROPE (MANTY),44055,Code commune
2253000110001520230009,20230009,Marché,DEPLOIEMENT D UNE PLATEFORME DEPARTEMENTALE DE MISE EN RELATION DES MAYENNAIS EN VUE DE DEVELOPPER DES ACTIONS D ENTRAIDE BENEVOLES,72212510,Appel d'offres ouvert,36.0,2024-12-06,2024-12-09,272500.0,5.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,50183701700018,SIRET,VOISINS SOLIDAIRES,53,Code département
2253000110001520230009,20230009,Marché,DEPLOIEMENT D UNE PLATEFORME DEPARTEMENTALE DE MISE EN RELATION DES MAYENNAIS EN VUE DE DEVELOPPER DES ACTIONS D ENTRAIDE BENEVOLES,72212510,Appel d'offres ouvert,36.0,2024-12-06,2024-12-09,272500.0,5.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,50183701700034,SIRET,VOISINS SOLIDAIRES,53,Code département
174404301000152606629,2606629,Marché,"Marché de modernisation des Intranet des régions académiques PAYS DE LA LOIRE et NORMANDIE et des sites Internet pédagogiques pour la région académique PAYS DE LA LOIRE.
Il s’agit de faire évoluer la version actuelle de l’Intranet vers une version standard et moderne (version 7 de k-portal) à la maintenance simplifiée.",48000000,Appel d'offres ouvert,24.0,2024-12-05,2024-12-13,183775.0,1.0,True,aife_dume,17440430100015,RECTORAT DE L'ACADEMIE DE NANTES,44,État,41922342500044,SIRET,KOSMOS,85,Code département
200091007000352024AMO_27,2024AMO_27,Marché,NUMERISATION DES BATIMENTS DES PORTS DU CROISIC ET DE LA TURBALLE,32342400,Procédure adaptée,3.0,2024-12-05,2024-12-05,48325.0,1.0,True,pes_marche_2024,20009100700035,SYNDICAT MIXTE DES PORTS DE PLAISANCE ET DE PECHE DE LOIRE-ATLANTIQUE (PORTS EN DSP),44,Syndicat mixte,80919201600057,SIRET,AIRENCOS,44600,Code postal
174400002000542605944,2605944,Marché,"Maintenance des installations de détection intrusion, de vidéo protection et de contrôle d’accès des services et établissements publics de l’Etat en région Pays de la Loire - Loire-Atlantique",35120000,Appel d'offres restreint,48.0,2024-12-04,2024-12-04,360000.0,2.0,True,aife_dume,17440000200054,PREFECTURE DE REGION PAYS DE LA LOIRE (SECRETARIAT GEN POUR AFFAIRES REGIONALES),44,État,40986794200404,SIRET,INEO INFRACOM (EQUANS DIGITAL CYBER & IT SOLUTIONS OUEST; VILLES ET TERRITOIRES CONNECTES),85,Code département
224400028000112024S00021,2024S00021,Marché,"Acquisition d’une solution de gestion des Dossiers Usagers Informatisés (DUI) avec hébergement en mode SaaS HDS, incluant la maintenance, le support, les formations et les prestations de mise en oeuvre",72500000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-04,2024-12-08,90000.0,1.0,True,atexo_loire_atlantique,22440002800011,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,44,Département,48342201000031,SIRET,D2L INFORMATIQUE,44,Code département
228500013006582024240389,2024240389,Marché,Maintenance et hébergement d’un système intégré de gestion des bibliothèques et de portails documentaire WEB et prestations associées.,72400000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-04,2025-01-09,200000.0,1.0,True,scrap_marches-publics.info,22850001300658,DEPARTEMENT DE VENDEE,85,Département,,,,85000,Code postal
25850022200033202426C066_1,202426C066_1,Marché,LOT 1 : TERRITOIRE METROPOLITAIN ET DROM-COM,72250000,Appel d'offres ouvert,48.0,2024-12-04,2026-03-23,210000.0,2.0,True,pes_marche_2024,25850022200033,VENDEE EAU,85,Syndicat mixte,34800644600234,SIRET,ERNST ET YOUNG ADVISORY (EY CONSULTING-EY PARTHENON-EY FABERNOVEL),85036,Code postal
25850022200033202426C066_1,202426C066_1,Marché,LOT 1 : TERRITOIRE METROPOLITAIN ET DROM-COM,72250000,Appel d'offres ouvert,48.0,2024-12-04,2026-03-23,210000.0,2.0,True,pes_marche_2024,25850022200033,VENDEE EAU,85,Syndicat mixte,34503941600085,SIRET,ORANGE BUSINESS SERVICES,85036,Code postal
247200132000142024565,2024565,Marché,Maintenance et évolution progiciel OXYAD Gestion des délibération DU 01/01/2025 AU 31/12/2028,72267000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-03,2025-01-15,200000.0,1.0,True,aws_marches-publics.info,24720013200014,LE MANS METROPOLE COMMUNAUTE URBAINE,72,Groupement de communes,39122058900033,SIRET,OXYAD SOFTWARE,72000,Code postal
24720013200014202456540,202456540,Marché,Maintenance et évolution progiciel OXYAD Gestion des délibération DU 01/01/2025 AU 31/12/2028,72267000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-03,2025-01-15,200000.0,1.0,True,scrap_marches-publics.info,24720013200014,LE MANS METROPOLE COMMUNAUTE URBAINE,72,Groupement de communes,,,,72000,Code postal
267200160000132648443,2648443,Marché,Abonnement et maintenance de logiciels - Acquisition complémentaires et prestations associées pour les établissements du GHT 72 - Application Planning-Medical.com,72267100,Appel d'offres ouvert,48.0,2024-12-03,2026-04-17,1.0,1.0,True,aife_dume,26720016000013,HOPITAL LE MANS,72,Établissement hospitalier,51959739700016,SIRET,PLANNING-SERVICES.FR,72,Code département
228500013006582024240393,2024240393,Marché,"Mise en place, hébergement et maintenance d’une solution de gestion de veille documentaire et de diffusion d’infolettres personnalisées",72212311,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-12-02,2024-12-03,200000.0,1.0,True,scrap_marches-publics.info,22850001300658,DEPARTEMENT DE VENDEE,85,Département,,,,85000,Code postal
245300355000302024MF001,2024MF001,Marché,Plateforme matérielle et logicielle pour la virtualisation de serveurs en immersion,48800000,Appel d'offres ouvert,4.0,2024-12-02,2024-12-02,506601.68,1.0,True,pes_marche_2024,24530035500030,COMMUNAUTE DE COMMUNES DE L'ERNEE,53,Groupement de communes,53791623100070,SIRET,CEGELEC PORTES DE BRETAGNE,53500,Code postal
245300355000302024MF001,2024MF001,Marché,Plateforme matérielle et logicielle pour la virtualisation de serveurs en immersion,48800000,Appel d'offres ouvert,4.0,2024-12-02,2024-12-02,506601.68,1.0,True,pes_marche_2024,24530035500030,COMMUNAUTE DE COMMUNES DE L'ERNEE,53,Groupement de communes,53780381900045,SIRET,MCT (MAINE CLOUD & TELECOM - MCT - NNTECH),53500,Code postal
385290309004542607669,2607669,Marché,"Les objectifs visés dans les prestations à réaliser sont :

-	Renforcer les capacités des acteurs (en particulier, experts et territoires) à se saisir de la démarche et de l’outil ClimAgri® ;
-	Renforcer la lisibilité de la démarche et l’outil ClimAgri® dans le panorama des démarches et outils en lien avec les sujets agriculture et climat ;
-	Faciliter les utilisations de l’outil ClimAgri®. 

Les finalités sont d’améliorer les utilisations et mises en œuvre de ClimAgri® pour faciliter le passage à l’action en termes de réalisations d’actions concrètes sur le secteur agricole dans les territoires face aux enjeux climatiques.
 - Outil et assistance aux utilisateurs",72253000,Procédure adaptée,39.0,2024-12-02,2024-12-02,32850.0,4.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,32451090800050,SIRET,SOLAGRO,60,Code département
228500013006582024250001,2024250001,Marché,"Prestations de maintenance, fourniture et prestations associées à l’outil de gestion foncière",72200000,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-29,2024-11-29,300000.0,1.0,True,scrap_marches-publics.info,22850001300658,DEPARTEMENT DE VENDEE,85,Département,,,,85000,Code postal
288500010000132024-AO240801-00,2024-AO240801-00,Marché,Fourniture de supports de communication pour le SDIS de la Vendée: Lot 1: AO240801,32570000,Appel d'offres ouvert,12.0,2024-11-29,2024-12-02,200000.0,8.0,True,e-marchespublics.com_dematis,28850001000013,SCE DEPARTEMENTAL INCENDIE ET SECOURS,85,,48845252500030,SIRET,KELCOM,85,Code département
244400404001292024S00060,2024S00060,Marché,Mission d’étude acoustique et de conception de système de sonorisation pour la salle 2000 de la Cité des Congrès de Nantes -  Grand Auditorium,72243000,Marché passé sans publicité ni mise en concurrence préalable,18.0,2024-11-28,2024-12-15,53225.0,1.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,50117016100027,SIRET,C.R.E.A. FACTORY.,44,Code département
2444004530003524-1059995,24-1059995,Marché,"Fourniture, installation et mise en service d’un contrôle d’accès par cartes sur la future déchèterie intercommunale, à Blain.",48000000,Procédure adaptée,30.0,2024-11-28,2024-12-03,65535.0,3.0,True,e-marchespublics.com_dematis,24440045300035,CC PAYS DE BLAIN COMMUNAUTE (COMMUNAUTE COMMUNES REGION BLAIN),44,Groupement de communes,42050508300030,SIRET,TRADIM,44130,Code postal
24440061000055202121059A,202121059A,Marché,MPA21059A_OUTIL_GESTION_COLLECTIONS_ARTISTIQUES,48900000,Procédure adaptée,48.0,2024-11-28,2024-12-19,89000.0,2.0,True,pes_marche_2024,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,33174639600109,SIRET,DECALOG,44055,Code commune
24440061000055202121059A,202121059A,Marché,MPA21059A_OUTIL_GESTION_COLLECTIONS_ARTISTIQUES,48900000,Procédure adaptée,48.0,2024-11-28,2024-12-19,89000.0,2.0,True,pes_marche_2024,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,97975674900011,SIRET,FLORA SOFTWARE,44055,Code commune
288500010000132024-AO240803-00,2024-AO240803-00,Marché,Fourniture de supports de communication pour le SDIS de la Vendée: Lot 3: AO240803,32570000,Appel d'offres ouvert,12.0,2024-11-28,2024-12-02,100000.0,4.0,True,e-marchespublics.com_dematis,28850001000013,SCE DEPARTEMENTAL INCENDIE ET SECOURS,85,,54655036900021,SIRET,IMPRIMERIE BELZ,85,Code département
244400404001292024F00017,2024F00017,Marché,ACHAT D’UN SYSTÈME DE SONORISATION POUR LES BESOINS DES ÉVÈNEMENTS PROTOCOLAIRES PILOTÉS PAR LA MÉTROPOLE,32342410,Procédure adaptée,24.0,2024-11-27,2024-12-01,18188.1,5.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,79129655100058,SIRET,B LIVE,44,Code département
24440061000055202424134,202424134,Marché,"Contrat de maintenance, d’assistance et prestations  associées de la solution GEODP Voirie et Placier",72261000,Procédure adaptée,48.0,2024-11-26,2025-02-11,50000.0,1.0,True,pes_marche_2024,24440061000055,COMMUNAUTE D'AGGLOMERATION DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,44,Groupement de communes,43299378000043,SIRET,SOGELINK,44211,Code commune
217200542000172025INV2409L01,2025INV2409L01,Marché,CAMERAS VIDEOPROTECTION ZA,35125300,Procédure adaptée,10.0,2024-11-25,2025-04-28,40208.6,,True,pes_marche_2024,21720054200017,COMMUNE DE CHAMPAGNE (MAIRIE),72,Commune,77566487303263,SIRET,BOUYGUES ENERGIES & SERVICES,72470,Code postal
2253000110001520240150,20240150,Marché,"PRESTATION D’HEBERGEMENT, DE MAINTENANCE, D’ASSISTANCE DU COFFRE-FORT ELECTRONIQUE EDOC PERSO ET PRESTATIONS ASSOCIEES.",72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-25,2024-11-29,80000.0,1.0,True,pes_marche_2024,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,52302028700075,SIRET,SILAEXPERT,53,Code département
2253000110001520240150,20240150,Marché,"Prestation d’hébergement, de maintenance, d’assistance du coffre-fort électronique eDoc Perso et prestations associées<br />",72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-25,2024-11-25,80000.0,1.0,True,scrap_marches-publics.info,22530001100015,DEPARTEMENT DE LA MAYENNE,53,Département,,,,53000,Code postal
244400404001292024S00057,2024S00057,Marché,Maintenance et extension des solutions logicielles IVANTI et prestations associées - Maintenance et extension de la solution logicielle ISM/Ivanti et prestations associées,72250000,Appel d'offres ouvert,48.0,2024-11-25,2024-12-01,740000.0,2.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,53745583400011,SIRET,EASYDESK,44,Code département
264900036000152599724,2599724,Marché,"Hébergement, maintenance, prestations et licences complémentaires associées aux logiciels de restauration DATAMEAL et WINREST édités par la société PYRAMID INFORMATIQUE",72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-22,2024-11-22,250000.0,1.0,True,aife_dume,26490003600015,CENTRE HOSPITALIER UNIVERSITAIRE D'ANGERS,49,Établissement hospitalier,40951875000040,SIRET,PYRAMID INFORMATIQUE,49,Code postal
21440143200015202424050,202424050,Marché,Mise à disposition d’une solution de Digital Asset Management (photothèque et vidéothèque) ,72222300,Procédure adaptée,12.0,2024-11-21,2024-11-22,31475.0,4.0,True,aws_marches-publics.info,21440143200015,COMMUNE DE REZE (MAIRIE),44,Commune,68920045900030,SIRET,AGELIA,44400,Code postal
2144014320001520242405001,20242405001,Marché,Mise à disposition d’une solution de Digital Asset Management (photothèque et vidéothèque) ,72222300,Procédure adaptée,12.0,2024-11-21,2024-11-22,31475.0,4.0,True,scrap_marches-publics.info,21440143200015,COMMUNE DE REZE (MAIRIE),44,Commune,,,,44400,Code postal
2144016220001120242XTy0PCROT00,20242XTy0PCROT00,Marché,"Lot 2 : Fourniture, maintenance et prestation sur l’environnement UBIKA WEB application firewall ",72250000,Appel d'offres ouvert,48.0,2024-11-21,2025-02-05,120000.0,1.0,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,52975314700022,SIRET,APIXIT,44,Code département
